"objectId","createdAt","updatedAt","userId","activityType","coinChangeAmt","rewardId","pointRewardId","rewardDescription","rewardLongDescription","rewardTotalCountAfterAction","vendorId"
"ddFg2kxBQu","02/18/2013 02:53:26","02/18/2013 02:53:26","eVInWzhmHn","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"eWDrRySVv3","02/18/2013 02:54:36","02/18/2013 02:54:36","eVInWzhmHn","Redeemed PointReward","-10","","Y0aMgMbZi6","Free soft drink","Costs 10 RewardCat Coins for a free soft drink","","KePt2apWWd"
"JUx018r6Ej","02/19/2013 01:09:22","02/19/2013 01:09:22","5rOjCWzqni","Scanned Reward","1","8a8GCIn3F8","","Free cold dish","Receive a free cold dish after dining here 3 times","1","54Q65pu2KK"
"3bzfRJeJnF","02/19/2013 01:58:21","02/19/2013 01:58:21","k34ioYjuYc","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","2","KePt2apWWd"
"8VO9OZI5RR","02/19/2013 01:58:24","02/19/2013 01:58:24","k34ioYjuYc","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","2","KePt2apWWd"
"9pmGK80hDq","02/19/2013 02:47:18","02/19/2013 02:47:18","9xkaw852yX","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","5","KePt2apWWd"
"Y6iCID2MOk","02/19/2013 02:47:20","02/19/2013 02:47:20","9xkaw852yX","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","7","KePt2apWWd"
"N2KjTGE8NU","02/19/2013 02:50:56","02/19/2013 02:50:56","VRU7DksJo3","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"CYOw3VOBOx","02/19/2013 03:04:07","02/19/2013 03:04:07","VRU7DksJo3","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"DA17r7edeJ","02/19/2013 03:51:28","02/19/2013 03:55:25","VRU7DksJo3","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"7RJzVWAdJn","02/19/2013 03:51:33","02/19/2013 03:55:25","VRU7DksJo3","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"Nw0LUoqzCt","02/19/2013 03:59:03","02/19/2013 03:59:03","lsJuJEMPXM","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"mfV6iOxech","02/19/2013 03:59:07","02/19/2013 03:59:07","lsJuJEMPXM","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"87BmDI70sX","02/19/2013 04:32:32","02/23/2013 02:56:20","bsB0Fe29Jj","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"q9ksWJKRDJ","02/19/2013 04:32:50","02/23/2013 02:56:20","bsB0Fe29Jj","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"dGRJVIzG7Q","02/19/2013 04:49:22","02/19/2013 04:49:22","gDfwKhYSMs","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"0XlhQu0vi1","02/19/2013 04:49:27","02/19/2013 04:49:27","gDfwKhYSMs","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"pw0ER07x7I","02/19/2013 05:09:28","03/08/2013 23:17:17","YUR4kiIxUL","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"8P70daa9hD","02/19/2013 05:09:34","03/08/2013 23:17:18","YUR4kiIxUL","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"yvIk54dAWB","02/19/2013 06:10:39","02/19/2013 06:10:39","BH7hwnMKkm","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","3","KePt2apWWd"
"tzT6gTlZ4H","02/19/2013 06:12:20","02/19/2013 06:12:42","BH7hwnMKkm","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"Qw6X3jt7XN","02/19/2013 19:59:57","02/19/2013 19:59:57","yTkV8VUBqU","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","2","KePt2apWWd"
"5eJMQWKusA","02/19/2013 19:59:59","02/19/2013 19:59:59","yTkV8VUBqU","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"XkDcOdgwYu","02/19/2013 20:09:16","02/19/2013 20:09:16","N2XJGVabwz","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"eYmvCvMhgj","02/19/2013 20:09:43","02/19/2013 20:09:43","N2XJGVabwz","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"4w6VM1IbfU","02/19/2013 20:19:10","02/19/2013 20:19:10","3PS8HKvB0l","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","2","KePt2apWWd"
"deIwsHRGw0","02/19/2013 20:19:13","02/19/2013 20:19:13","3PS8HKvB0l","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","2","KePt2apWWd"
"maSzywRTcy","02/19/2013 20:20:17","02/19/2013 20:20:17","mSmsOXAWxZ","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","2","KePt2apWWd"
"JhRvBYkWZs","02/19/2013 20:20:38","02/19/2013 20:20:38","mSmsOXAWxZ","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","2","KePt2apWWd"
"M1F1UxGTR3","02/19/2013 20:38:20","02/19/2013 20:41:06","uO04J3c0UV","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"gEdTuuOyom","02/19/2013 20:38:24","02/19/2013 20:41:06","uO04J3c0UV","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"uJpzNE4yaX","02/19/2013 21:55:46","02/19/2013 21:55:46","K7ELyQzD9t","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","2","KePt2apWWd"
"65CF2kmlRJ","02/19/2013 21:56:00","02/19/2013 21:56:00","K7ELyQzD9t","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","2","KePt2apWWd"
"L2wVzkyjWL","02/19/2013 21:56:36","02/19/2013 21:56:36","j2lymZafLy","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","2","KePt2apWWd"
"cMNEnrYrZz","02/19/2013 22:38:47","02/19/2013 22:38:47","sxOjBFTqBM","Redeemed PointReward","-10","","Y0aMgMbZi6","Free soft drink","Costs 10 RewardCat Coins for a free soft drink","","KePt2apWWd"
"yUerTLfZet","02/20/2013 03:30:36","02/20/2013 03:30:36","lFPf7Jmmz9","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"JcWV5UnDNs","02/20/2013 03:30:42","02/20/2013 03:30:42","lFPf7Jmmz9","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"YRpzHPi4Mk","02/20/2013 14:45:19","02/20/2013 14:45:19","K7ELyQzD9t","Scanned Reward","1","lQXrP2wTCx","","Free donut","Receive a free donut after any 5 purchases","1","geeQIPYSZh"
"AAqghtTYiI","02/20/2013 19:39:03","02/20/2013 19:39:03","dFlbGePEe0","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","3","KePt2apWWd"
"JFCRdL5OLV","02/20/2013 19:39:06","02/20/2013 19:39:06","dFlbGePEe0","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","3","KePt2apWWd"
"TngdUiSjiN","02/20/2013 19:46:53","02/20/2013 19:46:53","tuTbKH2Yp8","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"w92YzQrcfa","02/20/2013 19:46:58","02/20/2013 19:46:58","tuTbKH2Yp8","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"fDUShHFFPo","02/20/2013 20:04:42","02/20/2013 20:04:42","JJ5eIoSjYI","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"JxLJ0X8gcO","02/20/2013 20:04:44","02/20/2013 20:04:44","JJ5eIoSjYI","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"xYtYrEmyYN","02/20/2013 21:28:02","02/20/2013 21:30:20","lioMy5kZhR","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"cYfKCuV3Wp","02/20/2013 21:28:07","02/20/2013 21:30:20","lioMy5kZhR","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"WqReMDCxsr","02/20/2013 21:29:32","02/20/2013 21:29:32","H90n7hQhmg","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"iwigMIhS4X","02/20/2013 21:29:34","02/20/2013 21:29:34","H90n7hQhmg","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"TCgYqzHIFt","02/20/2013 22:35:17","02/20/2013 22:35:17","YIj68Cux9H","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"nVb6FZ0K0g","02/20/2013 22:35:21","02/20/2013 22:35:21","YIj68Cux9H","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"UrYxh7vFM6","02/21/2013 19:52:40","02/21/2013 19:52:40","j8PTWpujXy","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"EDdUEVnEXi","02/21/2013 19:52:46","02/21/2013 19:52:46","j8PTWpujXy","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"blTtmpTCT2","02/21/2013 19:57:57","02/21/2013 21:01:38","FEdQNOS4Js","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"fD56kJA6Ay","02/21/2013 19:58:02","02/21/2013 21:01:38","FEdQNOS4Js","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"BQ8hf3qIxb","02/21/2013 20:43:02","02/21/2013 20:43:02","KiBMrKRSjz","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"H490PYOTDx","02/21/2013 20:43:06","02/21/2013 20:43:06","KiBMrKRSjz","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"RbVywZKeM7","02/21/2013 21:12:00","02/21/2013 21:12:00","KiBMrKRSjz","Redeemed PointReward","-10","","Y0aMgMbZi6","Free soft drink","Costs 10 RewardCat Coins for a free soft drink","","KePt2apWWd"
"I0gQgM98JZ","02/22/2013 03:48:42","02/22/2013 03:48:42","7KqEUQnTe2","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","2","KePt2apWWd"
"Nh0NpDmn6p","02/22/2013 03:48:47","02/22/2013 03:48:47","7KqEUQnTe2","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","2","KePt2apWWd"
"aQ8yJt8gAv","02/22/2013 05:19:15","02/22/2013 05:20:04","4NWCDIqKOd","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"XIGJqmqPhD","02/22/2013 05:19:20","02/22/2013 05:20:04","4NWCDIqKOd","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"UM9qiipICY","02/22/2013 19:46:52","02/22/2013 19:46:52","Vsj6TFQJWn","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","9","KePt2apWWd"
"1QOHEZgje6","02/22/2013 19:47:29","02/22/2013 19:47:29","ZygfwfIrJB","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","4","KePt2apWWd"
"SENNDhXGob","02/22/2013 19:47:36","02/22/2013 19:47:36","ZygfwfIrJB","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","4","KePt2apWWd"
"k9gbxaZUCs","02/22/2013 20:31:06","02/22/2013 20:31:06","yTkV8VUBqU","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","3","KePt2apWWd"
"t8nbg7BoDh","02/22/2013 20:31:08","02/22/2013 20:31:08","yTkV8VUBqU","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","2","KePt2apWWd"
"NX95JAbO9a","02/22/2013 20:56:05","02/22/2013 20:56:05","ND5GhAW911","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"NeIJuQmGCF","02/22/2013 21:00:05","02/22/2013 21:00:05","lioMy5kZhR","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","2","KePt2apWWd"
"vWFbPr5s4A","02/22/2013 21:00:07","02/22/2013 21:00:07","lioMy5kZhR","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","2","KePt2apWWd"
"2Ywjd96IEG","02/22/2013 21:45:25","02/22/2013 21:45:25","nPKSpj7gjs","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"p2Ws2leOe8","02/22/2013 21:45:34","02/22/2013 21:45:34","nPKSpj7gjs","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"CgWtUGCkQQ","02/22/2013 22:25:12","02/22/2013 22:25:12","XPDTmF15CI","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"ashMzU1bc2","02/23/2013 02:50:11","02/23/2013 02:50:11","AEapfrclTS","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","3","KePt2apWWd"
"GNSTvTjcZp","02/23/2013 02:50:15","02/23/2013 02:50:15","AEapfrclTS","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","3","KePt2apWWd"
"CgGmLsr8ZL","02/23/2013 03:37:56","02/23/2013 03:37:56","MFLGtU692q","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","2","KePt2apWWd"
"f68C4dcsDz","02/23/2013 03:38:04","02/23/2013 03:38:04","MFLGtU692q","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","2","KePt2apWWd"
"CpgwDQO22f","02/23/2013 03:44:33","02/23/2013 03:44:33","Jo6IuTzFDw","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","2","KePt2apWWd"
"jLifZYpDVE","02/23/2013 03:44:43","02/23/2013 03:44:43","Jo6IuTzFDw","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","2","KePt2apWWd"
"JO1DZDWSml","02/23/2013 03:44:48","02/23/2013 03:44:48","2ICWNki5vk","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","2","KePt2apWWd"
"becTQUiMi5","02/23/2013 03:44:53","02/23/2013 03:44:53","2ICWNki5vk","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","2","KePt2apWWd"
"E6REy180s2","02/23/2013 03:45:07","02/23/2013 03:45:07","S1JPPkxmRy","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"7EYhVfE5at","02/23/2013 03:45:12","02/23/2013 03:45:12","S1JPPkxmRy","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"SkhZdgpfJD","02/23/2013 03:51:12","02/23/2013 03:51:12","BQ2aOqX50e","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","2","KePt2apWWd"
"PkUlSGiklV","02/23/2013 04:14:11","02/23/2013 04:14:11","bsB0Fe29Jj","Redeemed PointReward","-10","","Y0aMgMbZi6","Free soft drink","Costs 10 RewardCat Coins for a free soft drink","","KePt2apWWd"
"uAvpLXGn9b","02/23/2013 05:19:12","02/23/2013 05:19:12","1u2HrggP9I","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"xJRgWHBd2Y","02/23/2013 05:20:06","02/23/2013 05:20:06","1u2HrggP9I","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"aBH1dIgF2x","02/23/2013 20:27:37","02/23/2013 20:27:37","DmMiJMqfpG","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","2","KePt2apWWd"
"IWx0X13fvS","02/23/2013 20:27:43","02/23/2013 20:27:43","DmMiJMqfpG","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","2","KePt2apWWd"
"1oaJZtZQmO","02/23/2013 20:29:26","02/23/2013 20:29:26","OFcIQv6Lvj","Redeemed PointReward","-10","","Y0aMgMbZi6","Free soft drink","Costs 10 RewardCat Coins for a free soft drink","","KePt2apWWd"
"QeejPaD0xe","02/23/2013 20:30:47","02/23/2013 20:30:47","OFcIQv6Lvj","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","2","KePt2apWWd"
"nTRUCgMhxC","02/23/2013 21:09:26","02/23/2013 21:09:26","8TRd5EKwjx","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","3","KePt2apWWd"
"UxNamJVmHx","02/23/2013 21:09:28","02/23/2013 21:09:28","8TRd5EKwjx","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","3","KePt2apWWd"
"PvzeKhMCng","02/23/2013 23:55:19","02/23/2013 23:55:19","BH7hwnMKkm","Scanned Reward","1","crJvfjuWn8","","Free massage","Receive a free foot massage after getting 5 massages","2","OIklO9utc5"
"WoSGXuoHgx","02/24/2013 01:21:18","02/24/2013 01:21:18","BH7hwnMKkm","Scanned Reward","1","TchEje3SUf","","Free cold dish","Receive a free cold dish after dining here 3 times","1","ImENfyDFm7"
"dULt0AG7Nz","02/24/2013 01:22:09","02/24/2013 01:22:09","BH7hwnMKkm","Scanned Reward","1","8a8GCIn3F8","","Free cold dish","Receive a free cold dish after dining here 3 times","1","54Q65pu2KK"
"ZylR0vKStH","02/24/2013 02:42:15","02/24/2013 02:42:15","eVInWzhmHn","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","2","KePt2apWWd"
"b3Ja8fFxtb","02/24/2013 02:42:34","02/24/2013 02:42:34","eVInWzhmHn","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","2","KePt2apWWd"
"wLvUnAIJPU","02/24/2013 05:14:34","02/24/2013 05:14:34","32BDJeK2Bo","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","2","KePt2apWWd"
"wi9y0i5shl","02/24/2013 05:14:38","02/24/2013 05:14:38","32BDJeK2Bo","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","2","KePt2apWWd"
"r1XxwitFUX","02/24/2013 19:59:48","02/24/2013 19:59:48","e4CTjryvy8","Redeemed PointReward","-10","","XBLFXF46XO","Free soft drink","Costs 10 RewardCat Coins for a free soft drink","","bcyXX3p4Uh"
"DvboErfVfb","02/24/2013 20:56:53","02/24/2013 20:56:53","8TRd5EKwjx","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","4","KePt2apWWd"
"Wj2YLerNo9","02/24/2013 20:56:56","02/24/2013 20:56:56","8TRd5EKwjx","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","4","KePt2apWWd"
"8YE91qDZUN","02/24/2013 22:46:57","02/24/2013 22:56:29","JnaVVXIS6G","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"drZOJUjvG4","02/24/2013 22:47:02","02/24/2013 22:56:29","JnaVVXIS6G","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"KoAASg0eAB","02/24/2013 23:28:09","02/24/2013 23:28:09","BH7hwnMKkm","Scanned Reward","1","8a8GCIn3F8","","Free cold dish","Receive a free cold dish after dining here 3 times","2","54Q65pu2KK"
"NGY7AmnqSn","02/25/2013 00:12:56","02/25/2013 00:12:56","BH7hwnMKkm","Scanned Reward","1","jzcJJjzg8F","","Free haircut","Receive a free haircut after 3 hair color treatments","1","eP4WLioUEY"
"1DOdW3dl4A","02/25/2013 00:16:18","02/25/2013 00:16:18","BH7hwnMKkm","Scanned Reward","1","AmAEMW6YZu","","Free appetizer","Receive a free appetizer after dining here 4 times","2","bcyXX3p4Uh"
"ZPXPZnejS7","02/25/2013 00:17:44","02/25/2013 00:17:44","BH7hwnMKkm","Scanned Reward","1","lQXrP2wTCx","","Free donut","Receive a free donut after any 5 purchases","4","geeQIPYSZh"
"18RrJRoAky","02/25/2013 00:17:58","02/25/2013 00:17:58","BH7hwnMKkm","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","5","KePt2apWWd"
"L8bRDGPUup","02/25/2013 00:19:20","02/25/2013 00:19:20","BH7hwnMKkm","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","3","KePt2apWWd"
"4DxebyAO9Y","02/25/2013 00:21:09","02/25/2013 00:21:09","9xkaw852yX","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","6","KePt2apWWd"
"wuYgv6Hn4g","02/25/2013 00:21:19","02/25/2013 00:21:19","9xkaw852yX","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","8","KePt2apWWd"
"oLHTVxUPOl","02/25/2013 00:54:47","02/25/2013 00:54:47","BH7hwnMKkm","Redeemed PointReward","-10","","1UMTBe9wLo","Free cold dish","Costs 10 RewardCat Coins for a free cold dish with any purchase","","54Q65pu2KK"
"8RjtoSvGLW","02/25/2013 01:00:20","02/25/2013 01:00:20","BH7hwnMKkm","Redeemed Reward","","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","","KePt2apWWd"
"98r8vnzRLy","02/25/2013 02:55:38","02/25/2013 02:55:38","k34ioYjuYc","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","3","KePt2apWWd"
"hRWCe93Yoq","02/25/2013 02:55:40","02/25/2013 02:55:40","k34ioYjuYc","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","3","KePt2apWWd"
"1HpbQeZ1FO","02/25/2013 03:47:52","02/25/2013 03:47:52","9xkaw852yX","Redeemed PointReward","-10","","Y0aMgMbZi6","Free soft drink","Costs 10 RewardCat Coins for a free soft drink","","KePt2apWWd"
"Cf6vilFGJR","02/25/2013 19:45:37","02/25/2013 19:45:37","Vsj6TFQJWn","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","10","KePt2apWWd"
"JtImDpIVwx","02/25/2013 19:45:44","02/25/2013 19:45:44","Vsj6TFQJWn","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","9","KePt2apWWd"
"OixnKWIEMB","02/25/2013 20:02:49","02/25/2013 20:02:49","xPG5YmjLPH","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"EbjjKTYYQT","02/25/2013 20:12:19","02/25/2013 20:12:19","j8PTWpujXy","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","2","KePt2apWWd"
"ih0C7TjBlS","02/25/2013 20:12:28","02/25/2013 20:12:28","j8PTWpujXy","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","2","KePt2apWWd"
"JigLzF3E94","02/25/2013 20:16:47","02/25/2013 20:16:47","yTkV8VUBqU","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","3","KePt2apWWd"
"hO8v063Jkl","02/25/2013 20:16:48","02/25/2013 20:16:48","yTkV8VUBqU","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","4","KePt2apWWd"
"k5uYlEeFL3","02/25/2013 20:25:23","02/25/2013 20:25:23","Vsj6TFQJWn","Redeemed Reward","","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","7","KePt2apWWd"
"z5yacXw2Wg","02/25/2013 20:35:36","02/25/2013 20:35:36","1A0Oxq1Wh3","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","3","KePt2apWWd"
"59ah6Fdupf","02/25/2013 20:35:39","02/25/2013 20:35:39","qN0Egx9Qou","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"BqFAwjbnUB","02/25/2013 20:35:42","02/25/2013 20:35:42","1A0Oxq1Wh3","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","3","KePt2apWWd"
"sTn7ZFqdR2","02/25/2013 20:35:47","02/25/2013 20:35:47","qN0Egx9Qou","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
