"objectId","createdAt","updatedAt","userId","activityType","coinChangeAmt","rewardId","pointRewardId","rewardDescription","rewardLongDescription","rewardTotalCountAfterAction","vendorId"
"KzQXwX2kBX","02/14/2013 04:02:24","02/14/2013 04:02:24","EaigEUl94x","Sign In with Facebook","10","","","","","",""
"n9klccLSYD","02/14/2013 20:22:13","02/14/2013 20:22:13","Ebk94n5wux","Sign Up","10","","","","","",""
"3cpANGgTGo","02/15/2013 20:50:33","02/15/2013 20:50:33","1A0Oxq1Wh3","Sign Up","10","","","","","",""
"lWEabGC9AH","02/15/2013 21:52:17","02/15/2013 21:52:17","MFLGtU692q","Sign In with Facebook","10","","","","","",""
"LRGHKivJnI","02/16/2013 02:46:45","02/16/2013 02:46:45","BQ2aOqX50e","Sign Up","10","","","","","",""
"ob1OAzbg1k","02/16/2013 02:50:22","02/16/2013 02:50:22","dw6d7tk3P5","Sign In with Facebook","10","","","","","",""
"K17YnLxmhe","02/16/2013 03:38:18","02/16/2013 03:38:18","x3jLXdJcfo","Sign In with Facebook","10","","","","","",""
"MPzZmx67Qi","02/16/2013 03:40:43","02/16/2013 03:40:43","BUf9r6goZ4","Sign Up","10","","","","","",""
"rPKuvq0uLP","02/16/2013 03:54:31","02/16/2013 03:54:31","aoe9vj1NWy","Sign In with Facebook","10","","","","","",""
"Xq6aX7iBdl","02/16/2013 04:35:59","02/16/2013 04:35:59","E7ZOQ2kM0w","Sign In with Facebook","10","","","","","",""
"9P3574hHCf","02/16/2013 07:00:44","02/16/2013 07:00:44","Ut7aeWz7e9","Sign Up","10","","","","","",""
"tS1zqSUK9Q","02/17/2013 01:49:54","02/17/2013 01:49:54","9F0gOp2D2T","Sign Up","10","","","","","",""
"Xj2LhcRVrt","02/19/2013 02:50:22","02/19/2013 02:50:22","VRU7DksJo3","Sign Up","10","","","","","",""
"70FEeTG7x8","02/19/2013 03:58:21","02/19/2013 03:58:21","lsJuJEMPXM","Sign Up","10","","","","","",""
"CUj3rWXhww","02/19/2013 06:12:41","02/19/2013 06:12:41","BH7hwnMKkm","Sign In with Facebook","10","","","","","",""
"uh780x4lJS","02/19/2013 20:41:06","02/19/2013 20:41:06","uO04J3c0UV","Sign Up","10","","","","","",""
"nURVd7S2x5","02/19/2013 22:35:40","02/19/2013 22:35:40","sxOjBFTqBM","Sign Up","10","","","","","",""
"a9uKMPqzMc","02/20/2013 21:30:20","02/20/2013 21:30:20","lioMy5kZhR","Sign Up","10","","","","","",""
"T0NhqjuNlC","02/21/2013 20:09:42","02/21/2013 20:09:42","Vsj6TFQJWn","Sign Up","10","","","","","",""
"c0LBvj0QZ3","02/21/2013 20:42:33","02/21/2013 20:42:33","KiBMrKRSjz","Sign In with Facebook","10","","","","","",""
"5xiYJ8ZACr","02/21/2013 21:01:37","02/21/2013 21:01:37","FEdQNOS4Js","Sign In with Facebook","10","","","","","",""
"e2Zda1sT3Q","02/22/2013 05:20:03","02/22/2013 05:20:03","4NWCDIqKOd","Sign In with Facebook","10","","","","","",""
"tXfEey0CJ1","02/22/2013 05:41:20","02/22/2013 05:41:20","8iqU4GzOmS","Sign In with Facebook","10","","","","","",""
"XhFeVljkwY","02/22/2013 16:18:16","02/22/2013 16:18:16","RS157EaMXg","Sign In with Facebook","10","","","","","",""
"heUeWsWp18","02/23/2013 02:08:58","02/23/2013 02:08:58","3vCoxybQka","Sign Up","10","","","","","",""
"lGN9XkeH1v","02/23/2013 02:56:19","02/23/2013 02:56:19","bsB0Fe29Jj","Sign Up","10","","","","","",""
"RBqXNrV1UV","02/23/2013 22:22:42","02/23/2013 22:22:42","6pM2ma3kSs","Sign In with Facebook","10","","","","","",""
"TP2tpFeyAk","02/24/2013 09:25:02","02/24/2013 09:25:02","zf4nqvcV69","Sign In with Facebook","10","","","","","",""
"u3OrOp2KHP","02/24/2013 19:59:26","02/24/2013 19:59:26","e4CTjryvy8","Sign In with Facebook","10","","","","","",""
"OGwMVffY1d","02/24/2013 22:56:29","02/24/2013 22:56:29","JnaVVXIS6G","Sign Up","10","","","","","",""
"YYNQfZjA3y","02/25/2013 00:19:18","02/25/2013 00:19:18","4zX82h5H10","Sign Up","10","","","","","",""
"cOsRM9OMpV","02/26/2013 04:06:38","02/26/2013 04:06:38","TDkq9i4Tg8","Sign Up","10","","","","","",""
"jrYNap02cx","02/26/2013 05:56:16","02/26/2013 05:56:16","BJd8B48dFo","Sign In with Facebook","10","","","","","",""
"pbAsFCxe1j","02/27/2013 07:13:26","02/27/2013 07:13:26","BH7hwnMKkm","Sign In with Facebook","10","","","","","",""
"GJD7ZJvJyu","02/27/2013 07:36:54","02/27/2013 07:36:54","w7mmmlRyKY","Sign In with Facebook","10","","","","","",""
"DR9ppPWLiV","02/27/2013 07:36:57","02/27/2013 07:36:57","w7mmmlRyKY","Sign In with Facebook","10","","","","","",""
"E7yZKUebzi","02/28/2013 04:31:07","02/28/2013 04:31:07","YQy7tVl4kG","Sign In with Facebook","10","","","","","",""
"ANEbgPlPxQ","02/28/2013 07:41:13","02/28/2013 07:41:13","QS14eW3LES","Sign Up","10","","","","","",""
"AhHm6mQK8X","03/02/2013 20:08:46","03/02/2013 20:08:46","UmyoiLlDTJ","Sign Up","10","","","","","",""
"HzjPn07QBS","03/03/2013 07:25:17","03/03/2013 07:25:17","df65vQI6uk","Facebook Invite Friends","1","","","","","",""
"chk3vXhLCG","03/03/2013 16:40:50","03/03/2013 16:40:50","G6iLMRZrMa","Sign Up","10","","","","","",""
"NtOv1jcadV","03/04/2013 16:32:53","03/04/2013 16:32:53","CLebWjR0QG","Sign In with Facebook","10","","","","","",""
"ElKZ6RKA62","03/08/2013 06:47:27","03/08/2013 06:47:27","jhR1uaLPxe","Sign In with Facebook","10","","","","","",""
"xj3mbEDJTd","02/01/2013 08:09:10","02/01/2013 08:09:10","df65vQI6uk","Sign In with Facebook","10","","","","","",""
"mlQEX2ZMYX","02/01/2013 08:43:48","02/01/2013 08:44:37","sRDpSvsv2j","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"crT8UpKjMs","02/01/2013 08:44:37","02/01/2013 08:44:37","sRDpSvsv2j","Sign Up","10","","","","","",""
"NE8mk2iGTC","02/03/2013 23:20:24","02/03/2013 23:20:24","sRDpSvsv2j","Scanned Reward","1","crJvfjuWn8","","Free massage","Receive a free foot massage after getting 5 massages","1","OIklO9utc5"
"2kheBaqYQo","02/03/2013 23:20:46","02/03/2013 23:20:46","sRDpSvsv2j","Scanned Reward","1","TchEje3SUf","","Free cold dish","Receive a free cold dish after dining here 3 times","1","ImENfyDFm7"
"Qn6rWFqrAp","02/03/2013 23:20:51","02/03/2013 23:20:51","sRDpSvsv2j","Scanned Reward","1","8a8GCIn3F8","","Free cold dish","Receive a free cold dish after dining here 3 times","1","54Q65pu2KK"
"rlQsUKdzrY","02/03/2013 23:20:55","02/03/2013 23:20:55","sRDpSvsv2j","Scanned Reward","1","jzcJJjzg8F","","Free haircut","Receive a free haircut after 3 hair color treatments","1","eP4WLioUEY"
"zRaHENrCXW","02/03/2013 23:21:03","02/03/2013 23:21:03","sRDpSvsv2j","Scanned Reward","1","AmAEMW6YZu","","Free appetizer","Receive a free appetizer after dining here 4 times","1","bcyXX3p4Uh"
"o2Sb3Sno2T","02/03/2013 23:21:07","02/03/2013 23:21:07","sRDpSvsv2j","Scanned Reward","1","lQXrP2wTCx","","Free donut","Receive a free donut after any 5 purchases","1","geeQIPYSZh"
"YilJJo2mQy","02/03/2013 23:21:11","02/03/2013 23:21:11","sRDpSvsv2j","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","2","KePt2apWWd"
"wLEcfSumCp","02/03/2013 23:21:16","02/03/2013 23:21:16","sRDpSvsv2j","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"qtvl7rH9tY","02/03/2013 23:48:41","02/03/2013 23:48:41","sRDpSvsv2j","Redeemed PointReward","-10","","Y0aMgMbZi6","Free soft drink","Redeem 10 coins for a free soft drink","","KePt2apWWd"
"BY4o413y69","02/07/2013 01:35:05","02/07/2013 01:35:05","BH7hwnMKkm","Sign In with Facebook","10","","","","","",""
"b0dYRFKu5v","02/07/2013 01:35:43","02/07/2013 01:35:43","BH7hwnMKkm","Redeemed PointReward","-10","","Y0aMgMbZi6","Free soft drink","Redeem 10 coins for a free soft drink","","KePt2apWWd"
"TwQVeQZe5N","02/07/2013 03:59:41","02/08/2013 18:37:36","9xkaw852yX","Scanned Reward","1","jzcJJjzg8F","","Free haircut","Receive a free haircut after 3 hair color treatments","1","eP4WLioUEY"
"jNKm0ukusQ","02/07/2013 18:08:09","02/08/2013 18:37:35","9xkaw852yX","Scanned Reward","1","jzcJJjzg8F","","Free haircut","Receive a free haircut after 3 hair color treatments","2","eP4WLioUEY"
"xWlIvHnYaq","02/07/2013 18:09:07","02/08/2013 18:37:36","9xkaw852yX","Scanned Reward","1","TchEje3SUf","","Free cold dish","Receive a free cold dish after dining here 3 times","1","ImENfyDFm7"
"R70j6o1Vee","02/07/2013 18:16:29","02/07/2013 18:16:29","BH7hwnMKkm","Scanned Reward","1","AmAEMW6YZu","","Free appetizer","Receive a free appetizer after dining here 4 times","1","bcyXX3p4Uh"
"JA6SvZEjSr","02/07/2013 18:16:47","02/07/2013 18:16:47","BH7hwnMKkm","Scanned Reward","1","lQXrP2wTCx","","Free donut","Receive a free donut after any 5 purchases","1","geeQIPYSZh"
"STOPQB5woH","02/07/2013 18:16:52","02/07/2013 18:16:52","BH7hwnMKkm","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"DyuwcW2ky5","02/07/2013 18:17:09","02/07/2013 18:17:09","BH7hwnMKkm","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"AyTNiYgwm0","02/07/2013 18:17:16","02/07/2013 18:17:16","BH7hwnMKkm","Scanned Reward","1","crJvfjuWn8","","Free massage","Receive a free foot massage after getting 5 massages","1","OIklO9utc5"
"y0z6hU0Um8","02/07/2013 18:23:12","02/08/2013 18:37:36","9xkaw852yX","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"fmQCYN3Vc1","02/07/2013 18:23:32","02/08/2013 18:37:35","9xkaw852yX","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"JJ9dATsDDK","02/07/2013 19:44:51","02/13/2013 03:17:20","tcSBwmsiBA","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"QDI2o114Gm","02/07/2013 19:45:02","02/13/2013 03:17:20","tcSBwmsiBA","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"FDjcHLr1sM","02/07/2013 20:46:38","02/07/2013 20:46:38","ZygfwfIrJB","Sign In with Facebook","10","","","","","",""
"qQEHBSNUfW","02/07/2013 20:57:17","02/07/2013 20:57:17","l2IBH7X3Zh","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"My9MQDzDsW","02/07/2013 20:59:04","02/07/2013 23:26:33","IdYWGEqoNd","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"dvv3wbwnFp","02/07/2013 21:00:10","02/07/2013 23:26:33","IdYWGEqoNd","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"SK8aaCxySt","02/07/2013 21:00:19","02/07/2013 21:00:19","l2IBH7X3Zh","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"GpViswFbVp","02/07/2013 21:00:48","02/07/2013 21:00:48","EwnZoHgPYx","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"QhVLnX3RVb","02/07/2013 21:00:58","02/07/2013 21:00:58","EwnZoHgPYx","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"2OBFpzjwlV","02/07/2013 21:10:09","02/07/2013 21:10:09","eBqE6tbPje","Sign Up","10","","","","","",""
"wXQSgoQqcy","02/07/2013 21:01:36","02/07/2013 21:01:36","daPbYpOAOd","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"nv5LVSULQY","02/07/2013 21:01:42","02/07/2013 21:01:42","daPbYpOAOd","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"PlNn6KqeVR","02/07/2013 21:07:34","02/07/2013 21:07:34","ZygfwfIrJB","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"4TFhqgolyX","02/07/2013 21:07:42","02/07/2013 21:07:42","ZygfwfIrJB","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"gphsoj2YAX","02/07/2013 21:15:01","02/07/2013 21:15:01","K7ELyQzD9t","Sign Up","10","","","","","",""
"zWZATnSqhD","02/07/2013 21:36:22","02/07/2013 21:36:22","K7ELyQzD9t","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"Zinz1HoZgX","02/07/2013 21:36:28","02/07/2013 21:36:28","eBqE6tbPje","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"5IHc9USV7Q","02/07/2013 21:36:28","02/07/2013 21:36:28","K7ELyQzD9t","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"67kIzpX3pz","02/07/2013 21:36:42","02/07/2013 21:36:42","j2lymZafLy","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"MN3qKdVazG","02/07/2013 21:36:48","02/07/2013 21:36:48","eBqE6tbPje","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"APi6H0D5zK","02/07/2013 21:46:21","02/07/2013 21:46:21","eBqE6tbPje","Redeemed PointReward","-10","","Y0aMgMbZi6","Free soft drink","Redeem 10 coins for a free soft drink","","KePt2apWWd"
"4136WTA6Qq","02/07/2013 22:00:25","02/07/2013 22:00:25","32HDpogmNG","Sign Up","10","","","","","",""
"I2DMrTNhd4","02/07/2013 22:03:42","02/07/2013 22:03:42","32HDpogmNG","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"86ibRDfPAB","02/07/2013 22:03:52","02/07/2013 22:03:52","32HDpogmNG","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"vlcIaF5Ujf","02/07/2013 23:26:32","02/07/2013 23:26:32","IdYWGEqoNd","Sign In with Facebook","10","","","","","",""
"QAujV76U0j","02/08/2013 01:55:45","02/08/2013 01:55:45","0WfdtLybtn","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"SjPquVXSOA","02/08/2013 01:55:53","02/08/2013 01:55:53","0WfdtLybtn","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"cefv8HzJZ5","02/08/2013 18:37:35","02/08/2013 18:37:35","9xkaw852yX","Sign In with Facebook","10","","","","","",""
"CdoF7T9XXg","02/08/2013 19:55:43","02/08/2013 19:58:34","dFlbGePEe0","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"TIiGhlZ5VB","02/08/2013 19:55:46","02/08/2013 19:58:34","dFlbGePEe0","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"THczY9edkG","02/08/2013 19:58:33","02/08/2013 19:58:33","dFlbGePEe0","Sign Up","10","","","","","",""
"XzuNP3LNlY","02/08/2013 20:09:45","02/14/2013 00:22:37","jpEgbBuI9x","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"tYY38ofhjh","02/08/2013 20:09:50","02/14/2013 00:22:37","jpEgbBuI9x","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"VI7EdRMTLu","02/08/2013 20:58:03","02/08/2013 20:58:03","c9bnc0Kz1A","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"nqw3D818E0","02/08/2013 20:58:08","02/08/2013 20:58:08","c9bnc0Kz1A","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"qqvByLy1s3","02/08/2013 21:14:08","02/08/2013 21:14:08","oxHokAmly6","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"aIkTsyPDie","02/08/2013 21:14:15","02/08/2013 21:14:15","oxHokAmly6","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"nxNWFr6xhj","02/08/2013 21:25:47","02/09/2013 01:31:28","JFvFfT11ep","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"qFquJY3gA1","02/08/2013 21:25:49","02/09/2013 01:31:28","JFvFfT11ep","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"UolntlQ4Pm","02/08/2013 21:50:45","02/08/2013 21:50:45","uhwWEuvWnd","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"OwN8UUTaNX","02/08/2013 21:50:48","02/08/2013 21:50:48","uhwWEuvWnd","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"cakqvtCTiC","02/09/2013 01:31:27","02/09/2013 01:31:27","JFvFfT11ep","Sign Up","10","","","","","",""
"eSHZp2Tl0v","02/09/2013 03:11:32","02/09/2013 07:40:17","AEapfrclTS","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"2NnGMeoozH","02/09/2013 03:11:37","02/09/2013 07:40:17","AEapfrclTS","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"LZG5urjInx","02/09/2013 04:23:09","02/15/2013 20:50:34","1A0Oxq1Wh3","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"OQrEoflBHi","02/09/2013 04:23:33","02/15/2013 20:50:34","1A0Oxq1Wh3","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"WbGGt09kXF","02/09/2013 07:40:16","02/09/2013 07:40:16","AEapfrclTS","Sign Up","10","","","","","",""
"2dLdiweqjJ","02/09/2013 19:30:01","02/09/2013 19:30:01","9xkaw852yX","Scanned Reward","1","crJvfjuWn8","","Free massage","Receive a free massage after getting 5 massages","1","OIklO9utc5"
"Kms4mjvkdQ","02/09/2013 19:50:15","02/09/2013 19:50:15","BH7hwnMKkm","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","2","KePt2apWWd"
"pN0sZUurGs","02/09/2013 19:50:26","02/09/2013 19:50:26","BH7hwnMKkm","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","2","KePt2apWWd"
"U7SOkboBKw","02/09/2013 20:39:04","02/09/2013 20:39:04","dxqh0RIa1N","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"NQB2YYOYBT","02/09/2013 20:39:17","02/09/2013 20:39:17","dxqh0RIa1N","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"2oSWUegnB4","02/09/2013 21:01:28","02/09/2013 21:01:28","0AF6xjXDPD","Sign Up","10","","","","","",""
"ZmBvKrn46u","02/09/2013 21:02:43","02/09/2013 21:02:43","D5kTEMNx1I","Sign In with Facebook","10","","","","","",""
"iFqZae3GAV","02/09/2013 21:03:24","02/09/2013 21:03:24","0AF6xjXDPD","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"Tadm7Ek46n","02/09/2013 21:03:27","02/09/2013 21:03:27","0AF6xjXDPD","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"zTC6qxUXwx","02/09/2013 21:22:27","02/09/2013 21:22:27","D5kTEMNx1I","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"KJ3g1KXtw7","02/09/2013 21:22:30","02/09/2013 21:22:30","D5kTEMNx1I","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"N6TeLV9J5n","02/09/2013 21:23:09","02/09/2013 21:23:09","D5kTEMNx1I","Redeemed PointReward","-10","","Y0aMgMbZi6","Free soft drink","Redeem 10 coins for a free soft drink","","KePt2apWWd"
"mgR0F3HYpV","02/09/2013 21:23:31","02/09/2013 21:23:31","EDzO98HNtE","Sign In with Facebook","10","","","","","",""
"N9lvs48RwW","02/09/2013 21:35:43","02/09/2013 21:35:43","EDzO98HNtE","Redeemed PointReward","-10","","Y0aMgMbZi6","Free soft drink","Redeem 10 coins for a free soft drink","","KePt2apWWd"
"pdwtO8Eso5","02/09/2013 21:35:59","02/09/2013 21:35:59","EDzO98HNtE","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"FbKY3WlPjC","02/09/2013 21:36:05","02/09/2013 21:36:05","EDzO98HNtE","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"eU1pfS2n67","02/09/2013 21:41:28","02/09/2013 21:41:28","kGyi82V16R","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"GbWU7M3E06","02/09/2013 21:41:33","02/09/2013 21:41:33","kGyi82V16R","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"2bsxt3IoTj","02/09/2013 21:56:14","02/09/2013 21:56:14","GQzD93Fjzo","Sign Up","10","","","","","",""
"fmU5l5UtQu","02/09/2013 22:19:01","02/09/2013 22:19:01","GQzD93Fjzo","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"Sz6pLONkVz","02/09/2013 22:19:09","02/09/2013 22:19:09","GQzD93Fjzo","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"w9JCS2uNjH","02/09/2013 22:19:37","02/09/2013 22:19:37","GQzD93Fjzo","Redeemed PointReward","-10","","Y0aMgMbZi6","Free soft drink","Redeem 10 coins for a free soft drink","","KePt2apWWd"
"44eG9KuBQJ","02/10/2013 03:05:40","02/10/2013 03:05:40","Jo6IuTzFDw","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"oUwA2xMEKH","02/10/2013 03:05:54","02/10/2013 03:05:54","Jo6IuTzFDw","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"IgIVCmP7gL","02/10/2013 03:06:05","02/10/2013 03:06:05","2ICWNki5vk","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"PtbqLcW2GD","02/10/2013 03:06:16","02/10/2013 03:06:16","2ICWNki5vk","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"RNhdiR0IL3","02/10/2013 04:16:42","02/10/2013 04:16:42","3Y7OKVrgks","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"uyWr6HqX4D","02/10/2013 04:16:49","02/10/2013 04:16:49","3Y7OKVrgks","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"RNGsLEo1yE","02/10/2013 21:07:54","02/10/2013 21:07:54","8TRd5EKwjx","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"vbChmmQ7cz","02/10/2013 21:07:59","02/10/2013 21:07:59","8TRd5EKwjx","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"gW4PLgy4oS","02/10/2013 22:46:08","02/10/2013 22:46:08","IeqMpGyh19","Sign In with Facebook","10","","","","","",""
"5KkPF0yHUY","02/10/2013 23:14:38","02/10/2013 23:14:38","Rgw79SSKt7","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"6Y8aZ172j5","02/10/2013 23:14:45","02/10/2013 23:14:45","Rgw79SSKt7","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"ww6mdGEYdF","02/11/2013 01:04:02","02/11/2013 01:04:02","BK3RotQGom","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"0Q35NCKf3r","02/11/2013 01:04:05","02/11/2013 01:04:05","BK3RotQGom","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"WDLSVqGTkB","02/11/2013 03:10:00","02/11/2013 03:15:11","k34ioYjuYc","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"BEVdjdvZMG","02/11/2013 03:10:03","02/11/2013 03:15:11","k34ioYjuYc","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"bKa3AejRz0","02/11/2013 03:14:13","02/11/2013 03:15:25","KQVVcpY5CR","Scanned Reward","1","Ifj8RdRVu9","","Free drink","Receive a free drink after paying with cash 3 times","1","KePt2apWWd"
"S3sc0AAHZn","02/11/2013 03:14:17","02/11/2013 03:15:25","KQVVcpY5CR","Scanned Reward","1","K5xIl5jFAr","","Free buffet","Receive a free buffet pass after dining here 10 times","1","KePt2apWWd"
"22fpfdgszG","02/11/2013 03:15:10","02/11/2013 03:15:10","k34ioYjuYc","Sign Up","10","","","","","",""
